Year,Round,Region Number,Region Name,Seed,Score,Team,Team,Score,Seed
1991,2,1,West,4,85,Utah,Michigan St,84,5
1991,2,2,Midwest,1,65,Ohio St,Georgia Tech,61,8
1991,2,2,Midwest,2,85,Duke,Iowa,70,7
1991,2,2,Midwest,14,50,Xavier,Connecticut,66,11
1991,2,2,Midwest,4,84,St Johns,Texas,76,5
1991,2,3,East,1,84,North Carolina,Villanova,69,9
1991,2,3,East,15,64,Richmond,Temple,77,10
1991,2,3,East,3,73,Oklahoma St,NC State,64,6
1991,2,3,East,13,68,Penn St,Eastern Michigan,71,12
1991,2,4,Southeast,1,97,Arkansas,Arizona St,90,8
1991,2,4,Southeast,2,82,Indiana,Florida St,60,7
1991,2,4,Southeast,3,77,Kansas,Pittsburgh,66,6
1991,2,4,Southeast,4,96,Alabama,Wake Forest,88,5
1991,3,1,West,1,83,UNLV,Utah,66,4
1991,3,1,West,2,77,Arizona,Seton Hall,81,3
1991,3,2,Midwest,1,74,Ohio St,St Johns,91,4
1991,3,2,Midwest,2,81,Duke,Connecticut,67,11
1991,3,3,East,1,93,North Carolina,Eastern Michigan,67,12
1991,3,3,East,10,72,Temple,Oklahoma St,63,3
1991,3,4,Southeast,1,93,Arkansas,Alabama,70,4
1991,3,4,Southeast,2,65,Indiana,Kansas,83,3
1991,4,1,West,1,77,UNLV,Seton Hall,65,3
1991,4,2,Midwest,4,61,St Johns,Duke,78,2
1991,4,3,East,1,75,North Carolina,Temple,72,10
1991,4,4,Southeast,1,81,Arkansas,Kansas,93,3
1991,5,1,Final Four,1,77,UNLV,Duke,79,2
1991,5,2,Final Four,1,73,North Carolina,Kansas,79,3
1991,6,1,Championship,2,72,Duke,Kansas,65,3
1992,1,1,Midwest,1,100,Kansas,Howard,67,16
1992,1,1,Midwest,2,84,USC,Louisiana Monroe,54,15
1992,1,1,Midwest,3,80,Arkansas,Murray St,69,14
1992,1,1,Midwest,4,85,Cincinnati,Delaware,47,13
1992,1,1,Midwest,5,61,Michigan St,Southwest Missouri St,54,12
1992,1,1,Midwest,6,80,Memphis,Pepperdine,70,11
1992,1,1,Midwest,7,65,Georgia Tech,Houston,60,10
1992,1,1,Midwest,8,50,Evansville,UTEP,55,9
1992,1,2,Southeast,1,83,Ohio St,Mississippi Valley St,56,16
1992,1,2,Southeast,2,100,Oklahoma St,Georgia Southern,73,15
1992,1,2,Southeast,3,80,Arizona,East Tennessee St,87,14
1992,1,2,Southeast,4,68,North Carolina,Miami Ohio,63,13
1992,1,2,Southeast,5,80,Alabama,Stanford,75,12
1992,1,2,Southeast,6,73,Michigan,Temple,66,11
1992,1,2,Southeast,7,57,St Johns,Tulane,61,10
1992,1,2,Southeast,8,65,Nebraska,Connecticut,86,9
1992,1,3,East,1,82,Duke,Campbell,56,16
1992,1,3,East,2,88,Kentucky,Old Dominion,69,15
1992,1,3,East,3,85,Massachusetts,Fordham,58,14
1992,1,3,East,4,78,Seton Hall,La Salle,76,13
1992,1,3,East,5,89,Missouri,West Virginia,78,12
1992,1,3,East,6,51,Syracuse,Princeton,43,11
1992,1,3,East,7,74,Charlotte,Iowa St,76,10
1992,1,3,East,8,92,Texas,Iowa,98,9
1992,1,4,West,1,73,UCLA,Robert Morris,53,16
1992,1,4,West,2,94,Indiana,Eastern Illinois,55,15
1992,1,4,West,3,78,Florida St,Montana,68,14
1992,1,4,West,4,83,Oklahoma,Louisiana Lafayette,87,13
1992,1,4,West,5,73,DePaul,New Mexico St,81,12
1992,1,4,West,6,75,Georgetown,South Florida,60,11
1992,1,4,West,7,94,LSU,BYU,83,10
1992,1,4,West,8,81,Louisville,Wake Forest,58,9
1992,2,1,Midwest,1,60,Kansas,UTEP,66,9
1992,2,1,Midwest,2,78,USC,Georgia Tech,79,7
1992,2,1,Midwest,3,80,Arkansas,Memphis,82,6
1992,2,1,Midwest,4,77,Cincinnati,Michigan St,65,5
1992,2,2,Southeast,1,78,Ohio St,Connecticut,55,9
1992,2,2,Southeast,2,87,Oklahoma St,Tulane,71,10
1992,2,2,Southeast,14,90,East Tennessee St,Michigan,102,6
1992,2,2,Southeast,4,64,North Carolina,Alabama,55,5
1992,2,3,East,1,75,Duke,Iowa,62,9
1992,2,3,East,2,106,Kentucky,Iowa St,98,10
1992,2,3,East,3,77,Massachusetts,Syracuse,71,6
1992,2,3,East,4,88,Seton Hall,Missouri,71,5
1992,2,4,West,1,85,UCLA,Louisville,69,8
1992,2,4,West,2,89,Indiana,LSU,79,7
1992,2,4,West,3,78,Florida St,Georgetown,68,6
1992,2,4,West,13,73,Louisiana Lafayette,New Mexico St,81,12
1992,3,1,Midwest,9,67,UTEP,Cincinnati,69,4
1992,3,1,Midwest,7,79,Georgia Tech,Memphis,83,6
1992,3,2,Southeast,1,80,Ohio St,North Carolina,73,4
1992,3,2,Southeast,2,72,Oklahoma St,Michigan,75,6
1992,3,3,East,1,81,Duke,Seton Hall,69,4
1992,3,3,East,2,87,Kentucky,Massachusetts,77,3
1992,3,4,West,1,85,UCLA,New Mexico St,78,12
1992,3,4,West,2,85,Indiana,Florida St,74,3
1992,4,1,Midwest,4,88,Cincinnati,Memphis,57,6
1992,4,2,Southeast,1,71,Ohio St,Michigan,75,6
1992,4,3,East,1,104,Duke,Kentucky,103,2
1992,4,4,West,1,79,UCLA,Indiana,106,2
1992,5,1,Final Four,4,72,Cincinnati,Michigan,76,6
1992,5,2,Final Four,1,81,Duke,Indiana,78,2
1992,6,1,Championship,6,51,Michigan,Duke,71,1
1993,1,1,Southeast,1,96,Kentucky,Rider,52,16
1993,1,1,Southeast,2,81,Seton Hall,Tennessee St,59,15
1993,1,1,Southeast,3,82,Florida St,Evansville,70,14
1993,1,1,Southeast,4,82,Iowa,Louisiana Monroe,69,13
1993,1,1,Southeast,5,81,Wake Forest,Chattanooga,58,12
1993,1,1,Southeast,6,53,Kansas St,Tulane,55,11
1993,1,1,Southeast,7,55,Western Kentucky,Memphis,52,10
1993,1,1,Southeast,8,86,Utah,Pittsburgh,85,9
1993,1,2,West,1,84,Michigan,Coastal Carolina,53,16
1993,1,2,West,2,61,Arizona,Santa Clara,64,15
1993,1,2,West,3,92,Vanderbilt,Boise St,72,14
1993,1,2,West,4,78,Georgia Tech,Southern,93,13
1993,1,2,West,5,68,New Mexico,George Washington,82,12
1993,1,2,West,6,75,Illinois,Long Beach St,72,11
1993,1,2,West,7,75,Temple,Missouri,61,10
1993,1,2,West,8,70,Iowa St,UCLA,81,9
1993,1,3,East,1,85,North Carolina,East Carolina,65,16
1993,1,3,East,2,93,Cincinnati,Coppin St,66,15
1993,1,3,East,3,54,Massachusetts,Pennsylvania,50,14
1993,1,3,East,4,94,Arkansas,Holy Cross,64,13
1993,1,3,East,5,85,St Johns,Texas Tech,67,12
1993,1,3,East,6,78,Virginia,Manhattan,66,11
1993,1,3,East,7,93,New Mexico St,Nebraska,79,10
1993,1,3,East,8,74,Rhode Island,Purdue,68,9
1993,1,4,Midwest,1,97,Indiana,Wright St,54,16
1993,1,4,Midwest,2,94,Kansas,Ball St,72,15
1993,1,4,Midwest,3,105,Duke,Southern Illinois,70,14
1993,1,4,Midwest,4,76,Louisville,Delaware,70,13
1993,1,4,Midwest,5,74,Oklahoma St,Marquette,62,12
1993,1,4,Midwest,6,66,California,LSU,64,11
1993,1,4,Midwest,7,80,BYU,SMU,71,10
1993,1,4,Midwest,8,55,New Orleans,Xavier,73,9
1993,2,1,Southeast,1,83,Kentucky,Utah,62,8
1993,2,1,Southeast,2,68,Seton Hall,Western Kentucky,72,7
1993,2,1,Southeast,3,94,Florida St,Tulane,63,11
1993,2,1,Southeast,4,78,Iowa,Wake Forest,84,5
1993,2,2,West,1,86,Michigan,UCLA,84,9
1993,2,2,West,15,57,Santa Clara,Temple,68,7
1993,2,2,West,3,85,Vanderbilt,Illinois,68,6
1993,2,2,West,13,80,Southern,George Washington,90,12
1993,2,3,East,1,112,North Carolina,Rhode Island,67,8
1993,2,3,East,2,92,Cincinnati,New Mexico St,55,7
1993,2,3,East,3,56,Massachusetts,Virginia,71,6
1993,2,3,East,4,80,Arkansas,St Johns,74,5
1993,2,4,Midwest,1,73,Indiana,Xavier,70,9
1993,2,4,Midwest,2,90,Kansas,BYU,76,7
1993,2,4,Midwest,3,77,Duke,California,82,6
1993,2,4,Midwest,4,78,Louisville,Oklahoma St,63,5
1993,3,1,Southeast,1,103,Kentucky,Wake Forest,69,5
1993,3,1,Southeast,7,78,Western Kentucky,Florida St,81,3
1993,3,2,West,1,72,Michigan,George Washington,64,12
1993,3,2,West,7,67,Temple,Vanderbilt,59,3
1993,3,3,East,1,80,North Carolina,Arkansas,74,4
1993,3,3,East,2,71,Cincinnati,Virginia,54,6
1993,3,4,Midwest,1,82,Indiana,Louisville,69,4
1993,3,4,Midwest,2,93,Kansas,California,76,6
1993,4,1,Southeast,1,106,Kentucky,Florida St,81,3
1993,4,2,West,1,77,Michigan,Temple,72,7
1993,4,3,East,1,75,North Carolina,Cincinnati,68,2
1993,4,4,Midwest,1,77,Indiana,Kansas,83,2
1993,5,1,Final Four,1,78,Kentucky,Michigan,81,1
1993,5,2,Final Four,1,78,North Carolina,Kansas,68,2
1993,6,1,Championship,1,71,Michigan,North Carolina,77,1
1994,1,1,West,1,76,Missouri,Navy,53,16
1994,1,1,West,2,81,Arizona,Loyola Maryland,55,15
1994,1,1,West,3,67,Louisville,Boise St,58,14
1994,1,1,West,4,92,Syracuse,Hawaii,78,13
1994,1,1,West,5,57,California,Wisconsin Green Bay,61,12
1994,1,1,West,6,74,Minnesota,Southern Illinois,60,11
1994,1,1,West,7,57,Virginia,New Mexico,54,10
1994,1,1,West,8,72,Cincinnati,Wisconsin,80,9
1994,1,2,Midwest,1,94,Arkansas,North Carolina A&T,79,16
1994,1,2,Midwest,2,78,Massachusetts,Southwest Texas St,60,15
1994,1,2,Midwest,3,78,Michigan,Pepperdine,74,14
1994,1,2,Midwest,4,65,Oklahoma St,New Mexico St,55,13
1994,1,2,Midwest,5,102,UCLA,Tulsa,112,12
1994,1,2,Midwest,6,91,Texas,Western Kentucky,77,11
1994,1,2,Midwest,7,66,St Louis,Maryland,74,10
1994,1,2,Midwest,8,77,Illinois,Georgetown,84,9
1994,1,3,East,1,71,North Carolina,Liberty,51,16
1994,1,3,East,2,64,Connecticut,Rider,46,15
1994,1,3,East,3,64,Florida,James Madison,62,14
1994,1,3,East,4,61,Temple,Drexel,39,13
1994,1,3,East,5,84,Indiana,Ohio,72,12
1994,1,3,East,6,80,Nebraska,Pennsylvania,90,11
1994,1,3,East,7,46,UAB,George Washington,51,10
1994,1,3,East,8,64,Washington St,Boston College,67,9
1994,1,4,Southeast,1,98,Purdue,Central Florida,67,16
1994,1,4,Southeast,2,82,Duke,Texas Southern,70,15
1994,1,4,Southeast,3,83,Kentucky,Tennessee St,70,14
1994,1,4,Southeast,4,102,Kansas,Chattanooga,73,13
1994,1,4,Southeast,5,68,Wake Forest,College of Charleston,58,12
1994,1,4,Southeast,6,81,Marquette,Louisiana Lafayette,59,11
1994,1,4,Southeast,7,84,Michigan St,Seton Hall,73,10
1994,1,4,Southeast,8,70,Providence,Alabama,76,9
1994,2,1,West,1,109,Missouri,Wisconsin,96,9
1994,2,1,West,2,71,Arizona,Virginia,58,7
1994,2,1,West,3,60,Louisville,Minnesota,55,6
1994,2,1,West,4,64,Syracuse,Wisconsin Green Bay,59,12
1994,2,2,Midwest,1,85,Arkansas,Georgetown,73,9
1994,2,2,Midwest,2,87,Massachusetts,Maryland,95,10
1994,2,2,Midwest,3,84,Michigan,Texas,79,6
1994,2,2,Midwest,4,80,Oklahoma St,Tulsa,82,12
1994,2,3,East,1,72,North Carolina,Boston College,75,9
1994,2,3,East,2,75,Connecticut,George Washington,63,10
1994,2,3,East,3,70,Florida,Pennsylvania,58,11
1994,2,3,East,4,58,Temple,Indiana,67,5
1994,2,4,Southeast,1,83,Purdue,Alabama,73,9
1994,2,4,Southeast,2,85,Duke,Michigan St,74,7
1994,2,4,Southeast,3,63,Kentucky,Marquette,75,6
1994,2,4,Southeast,4,69,Kansas,Wake Forest,58,5
1994,3,1,West,1,98,Missouri,Syracuse,88,4
1994,3,1,West,2,82,Arizona,Louisville,70,3
1994,3,2,Midwest,1,103,Arkansas,Tulsa,84,12
1994,3,2,Midwest,10,71,Maryland,Michigan,78,3
1994,3,3,East,9,77,Boston College,Indiana,68,5
1994,3,3,East,2,60,Connecticut,Florida,69,3
1994,3,4,Southeast,1,83,Purdue,Kansas,78,4
1994,3,4,Southeast,2,59,Duke,Marquette,49,6
1994,4,1,West,1,72,Missouri,Arizona,82,2
1994,4,2,Midwest,1,76,Arkansas,Michigan,68,3
1994,4,3,East,9,65,Boston College,Florida,74,3
1994,4,4,Southeast,1,60,Purdue,Duke,69,2
1994,5,1,Final Four,2,82,Arizona,Arkansas,91,1
1994,5,2,Final Four,3,65,Florida,Duke,70,2
1994,6,1,Championship,1,76,Arkansas,Duke,72,2
1995,1,1,Midwest,1,82,Kansas,Colgate,68,16
1995,1,1,Midwest,2,79,Arkansas,Texas Southern,78,15
1995,1,1,Midwest,3,49,Purdue,Wisconsin Green Bay,48,14
1995,1,1,Midwest,4,96,Virginia,Nicholls St,72,13
1995,1,1,Midwest,5,62,Arizona,Miami Ohio,71,12
1995,1,1,Midwest,6,77,Memphis,Louisville,56,11
1995,1,1,Midwest,7,96,Syracuse,Southern Illinois,92,10
1995,1,1,Midwest,8,82,Western Kentucky,Michigan,76,9
1995,1,2,Southeast,1,113,Kentucky,Mount St Marys,67,16
1995,1,2,Southeast,2,80,North Carolina,Murray St,70,15
1995,1,2,Southeast,3,72,Michigan St,Weber St,79,14
1995,1,2,Southeast,4,67,Oklahoma,Manhattan,77,13
1995,1,2,Southeast,5,81,Arizona St,Ball St,66,12
1995,1,2,Southeast,6,68,Georgetown,Xavier,63,11
1995,1,2,Southeast,7,64,Iowa St,Florida,61,10
1995,1,2,Southeast,8,70,BYU,Tulane,76,9
1995,1,3,East,1,79,Wake Forest,North Carolina A&T,47,16
1995,1,3,East,2,68,Massachusetts,St Peters,51,15
1995,1,3,East,3,81,Villanova,Old Dominion,89,14
1995,1,3,East,4,73,Oklahoma St,Drexel,49,13
1995,1,3,East,5,91,Alabama,Pennsylvania,85,12
1995,1,3,East,6,68,Tulsa,Illinois,62,11
1995,1,3,East,7,68,Charlotte,Stanford,70,10
1995,1,3,East,8,61,Minnesota,St Louis,64,9
1995,1,4,West,1,92,UCLA,Florida International,56,16
1995,1,4,West,2,100,Connecticut,Chattanooga,71,15
1995,1,4,West,3,87,Maryland,Gonzaga,63,14
1995,1,4,West,4,76,Utah,Long Beach St,64,13
1995,1,4,West,5,75,Mississippi St,Santa Clara,67,12
1995,1,4,West,6,73,Oregon,Texas,90,11
1995,1,4,West,7,77,Cincinnati,Temple,71,10
1995,1,4,West,8,65,Missouri,Indiana,60,9
1995,2,1,Midwest,1,75,Kansas,Western Kentucky,70,8
1995,2,1,Midwest,2,96,Arkansas,Syracuse,94,7
1995,2,1,Midwest,3,73,Purdue,Memphis,75,6
1995,2,1,Midwest,4,60,Virginia,Miami Ohio,54,12
1995,2,2,Southeast,1,82,Kentucky,Tulane,60,9
1995,2,2,Southeast,2,73,North Carolina,Iowa St,51,7
1995,2,2,Southeast,14,51,Weber St,Georgetown,53,6
1995,2,2,Southeast,13,54,Manhattan,Arizona St,64,5
1995,2,3,East,1,64,Wake Forest,St Louis,59,9
1995,2,3,East,2,75,Massachusetts,Stanford,53,10
1995,2,3,East,14,52,Old Dominion,Tulsa,64,6
1995,2,3,East,4,66,Oklahoma St,Alabama,52,5
1995,2,4,West,1,75,UCLA,Missouri,74,8
1995,2,4,West,2,96,Connecticut,Cincinnati,91,7
1995,2,4,West,3,82,Maryland,Texas,68,11
1995,2,4,West,4,64,Utah,Mississippi St,78,5
1995,3,1,Midwest,1,58,Kansas,Virginia,67,4
1995,3,1,Midwest,2,96,Arkansas,Memphis,91,6
1995,3,2,Southeast,1,97,Kentucky,Arizona St,73,5
1995,3,2,Southeast,2,74,North Carolina,Georgetown,64,6
1995,3,3,East,1,66,Wake Forest,Oklahoma St,71,4
1995,3,3,East,2,76,Massachusetts,Tulsa,51,6
1995,3,4,West,1,86,UCLA,Mississippi St,67,5
1995,3,4,West,2,99,Connecticut,Maryland,89,3
1995,4,1,Midwest,4,61,Virginia,Arkansas,68,2
1995,4,2,Southeast,1,61,Kentucky,North Carolina,74,2
1995,4,3,East,4,68,Oklahoma St,Massachusetts,54,2
1995,4,4,West,1,102,UCLA,Connecticut,96,2
1995,5,1,Final Four,2,75,Arkansas,North Carolina,68,2
1995,5,2,Final Four,4,61,Oklahoma St,UCLA,74,1
1995,6,1,Championship,2,78,Arkansas,UCLA,89,1
1996,1,1,Southeast,1,68,Connecticut,Colgate,59,16
1996,1,1,Southeast,2,66,Cincinnati,UNC Greensboro,61,15
1996,1,1,Southeast,3,90,Georgia Tech,Austin Peay,79,14
1996,1,1,Southeast,4,41,UCLA,Princeton,43,13
1996,1,1,Southeast,5,58,Mississippi St,VCU,51,12
1996,1,1,Southeast,6,51,Indiana,Boston College,64,11
1996,1,1,Southeast,7,61,Temple,Oklahoma,43,10
1996,1,1,Southeast,8,60,Duke,Eastern Michigan,75,9
1996,1,2,West,1,73,Purdue,Western Carolina,71,16
1996,1,2,West,2,92,Kansas,South Carolina St,54,15
1996,1,2,West,3,90,Arizona,Valparaiso,51,14
1996,1,2,West,4,88,Syracuse,Montana St,55,13
1996,1,2,West,5,63,Memphis,Drexel,75,12
1996,1,2,West,6,81,Iowa,George Washington,79,11
1996,1,2,West,7,79,Maryland,Santa Clara,91,10
1996,1,2,West,8,81,Georgia,Clemson,74,9
1996,1,3,East,1,92,Massachusetts,Central Florida,70,16
1996,1,3,East,2,93,Georgetown,Mississippi Valley St,56,15
1996,1,3,East,3,74,Texas Tech,Northern Illinois,73,14
1996,1,3,East,4,68,Marquette,Monmouth,44,13
1996,1,3,East,5,80,Penn St,Arkansas,86,12
1996,1,3,East,6,86,North Carolina,New Orleans,62,11
1996,1,3,East,7,69,New Mexico,Kansas St,48,10
1996,1,3,East,8,58,Bradley,Stanford,66,9
1996,1,4,Midwest,1,110,Kentucky,San Jose St,72,16
1996,1,4,Midwest,2,62,Wake Forest,Louisiana Monroe,50,15
1996,1,4,Midwest,3,92,Villanova,Portland,58,14
1996,1,4,Midwest,4,73,Utah,Canisius,67,13
1996,1,4,Midwest,5,74,Iowa St,California,64,12
1996,1,4,Midwest,6,82,Louisville,Tulsa,80,11
1996,1,4,Midwest,7,76,Michigan,Texas,80,10
1996,1,4,Midwest,8,48,Wisconsin Green Bay,Virginia Tech,61,9
1996,2,1,Southeast,1,95,Connecticut,Eastern Michigan,81,9
1996,2,1,Southeast,2,78,Cincinnati,Temple,65,7
1996,2,1,Southeast,3,103,Georgia Tech,Boston College,89,11
1996,2,1,Southeast,13,41,Princeton,Mississippi St,63,5
1996,2,2,West,1,69,Purdue,Georgia,76,8
1996,2,2,West,2,76,Kansas,Santa Clara,51,10
1996,2,2,West,3,87,Arizona,Iowa,73,6
1996,2,2,West,4,69,Syracuse,Drexel,58,12
1996,2,3,East,1,79,Massachusetts,Stanford,74,9
1996,2,3,East,2,73,Georgetown,New Mexico,62,7
1996,2,3,East,3,92,Texas Tech,North Carolina,73,6
1996,2,3,East,4,56,Marquette,Arkansas,65,12
1996,2,4,Midwest,1,84,Kentucky,Virginia Tech,60,9
1996,2,4,Midwest,2,65,Wake Forest,Texas,62,10
1996,2,4,Midwest,3,64,Villanova,Louisville,68,6
1996,2,4,Midwest,4,74,Utah,Iowa St,64,5
1996,3,1,Southeast,1,55,Connecticut,Mississippi St,60,5
1996,3,1,Southeast,2,87,Cincinnati,Georgia Tech,70,3
1996,3,2,West,8,81,Georgia,Syracuse,83,4
1996,3,2,West,2,83,Kansas,Arizona,80,3
1996,3,3,East,1,79,Massachusetts,Arkansas,63,12
1996,3,3,East,2,98,Georgetown,Texas Tech,90,3
1996,3,4,Midwest,1,101,Kentucky,Utah,70,4
1996,3,4,Midwest,2,60,Wake Forest,Louisville,59,6
1996,4,1,Southeast,5,73,Mississippi St,Cincinnati,63,2
1996,4,2,West,4,60,Syracuse,Kansas,57,2
1996,4,3,East,1,86,Massachusetts,Georgetown,62,2
1996,4,4,Midwest,1,83,Kentucky,Wake Forest,63,2
1996,5,1,Final Four,5,69,Mississippi St,Syracuse,77,4
1996,5,2,Final Four,1,74,Massachusetts,Kentucky,81,1
1996,6,1,Championship,4,67,Syracuse,Kentucky,76,1
1997,1,1,West,1,92,Kentucky,Montana,54,16
1997,1,1,West,2,75,Utah,Navy,61,15
1997,1,1,West,3,68,Wake Forest,St Marys,46,14
1997,1,1,West,4,75,St Josephs,Pacific,65,13
1997,1,1,West,5,73,Boston College,Valparaiso,66,12
1997,1,1,West,6,80,Stanford,Oklahoma,67,11
1997,1,1,West,7,79,Charlotte,Georgetown,67,10
1997,1,1,West,8,73,Iowa,Virginia,60,9
1997,1,2,Midwest,1,78,Minnesota,Southwest Texas St,46,16
1997,1,2,Midwest,2,109,UCLA,Charleston Southern,75,15
1997,1,2,Midwest,3,86,Cincinnati,Butler,69,14
1997,1,2,Midwest,4,68,Clemson,Miami Ohio,56,13
1997,1,2,Midwest,5,81,Tulsa,Boston University,58,12
1997,1,2,Midwest,6,69,Iowa St,Illinois St,57,11
1997,1,2,Midwest,7,80,Xavier,Vanderbilt,68,10
1997,1,2,Midwest,8,40,Ole Miss,Temple,62,9
1997,1,3,East,1,82,North Carolina,Fairfield,74,16
1997,1,3,East,2,65,South Carolina,Coppin St,78,15
1997,1,3,East,3,59,New Mexico,Old Dominion,55,14
1997,1,3,East,4,101,Villanova,Long Island Brooklyn,91,13
1997,1,3,East,5,55,California,Princeton,52,12
1997,1,3,East,6,65,Louisville,Massachusetts,57,11
1997,1,3,East,7,58,Wisconsin,Texas,71,10
1997,1,3,East,8,62,Indiana,Colorado,80,9
1997,1,4,Southeast,1,78,Kansas,Jackson St,64,16
1997,1,4,Southeast,2,71,Duke,Murray St,68,15
1997,1,4,Southeast,3,70,Georgia,Chattanooga,73,14
1997,1,4,Southeast,4,65,Arizona,South Alabama,57,13
1997,1,4,Southeast,5,66,Maryland,College of Charleston,75,12
1997,1,4,Southeast,6,90,Illinois,USC,77,11
1997,1,4,Southeast,7,59,Marquette,Providence,81,10
1997,1,4,Southeast,8,83,Purdue,Rhode Island,76,9
1997,2,1,West,1,75,Kentucky,Iowa,69,8
1997,2,1,West,2,77,Utah,Charlotte,58,7
1997,2,1,West,3,66,Wake Forest,Stanford,72,6
1997,2,1,West,4,81,St Josephs,Boston College,77,5
1997,2,2,Midwest,1,76,Minnesota,Temple,57,9
1997,2,2,Midwest,2,96,UCLA,Xavier,83,7
1997,2,2,Midwest,3,66,Cincinnati,Iowa St,67,6
1997,2,2,Midwest,4,65,Clemson,Tulsa,59,5
1997,2,3,East,1,73,North Carolina,Colorado,56,9
1997,2,3,East,15,81,Coppin St,Texas,82,10
1997,2,3,East,3,63,New Mexico,Louisville,64,6
1997,2,3,East,4,68,Villanova,California,75,5
1997,2,4,Southeast,1,75,Kansas,Purdue,61,8
1997,2,4,Southeast,2,87,Duke,Providence,98,10
1997,2,4,Southeast,14,75,Chattanooga,Illinois,63,6
1997,2,4,Southeast,4,73,Arizona,College of Charleston,69,12
1997,3,1,West,1,83,Kentucky,St Josephs,68,4
1997,3,1,West,2,82,Utah,Stanford,77,6
1997,3,2,Midwest,1,90,Minnesota,Clemson,84,4
1997,3,2,Midwest,2,74,UCLA,Iowa St,73,6
1997,3,3,East,1,63,North Carolina,California,57,5
1997,3,3,East,10,63,Texas,Louisville,78,6
1997,3,4,Southeast,1,82,Kansas,Arizona,85,4
1997,3,4,Southeast,10,71,Providence,Chattanooga,65,14
1997,4,1,West,1,72,Kentucky,Utah,59,2
1997,4,2,Midwest,1,80,Minnesota,UCLA,72,2
1997,4,3,East,1,97,North Carolina,Louisville,74,6
1997,4,4,Southeast,4,96,Arizona,Providence,92,10
1997,5,1,Final Four,1,78,Kentucky,Minnesota,69,1
1997,5,2,Final Four,1,58,North Carolina,Arizona,66,4
